,date,R_m,CSAD,CSSD,StringencyIndex_WeightedAverage,C6E_Stay at home requirements,PopulationVaccinated,C2E_Workplace closing,C3E_Cancel public events,C4E_Restrictions on gatherings,C5E_Close public transport,C7E_Restrictions on internal movement,C8E_International travel controls
199,20201102,0.08486419748525412,2.224909933381643,0.17785720723788623,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
200,20201103,1.5390358720450683,1.3156412848883685,0.1061952325640808,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
201,20201104,0.25142422151502825,1.4380896770409042,0.12612733310018737,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
202,20201105,1.5310893948329811,1.4876901487662246,0.12895420421758247,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
203,20201106,-0.04043278203980461,1.4942420493227369,0.12360825728426128,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
204,20201109,2.0028421291695397,1.5767552677775911,0.12469596078541145,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
205,20201110,-0.6758253424186826,1.6802855824687373,0.14000101157069564,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
206,20201111,-0.9112652961470987,1.8520377187251713,0.1438402138908186,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
207,20201112,0.048694041762165234,1.2572068617410008,0.10113106105095254,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
208,20201113,-0.5810297016407635,1.375825980732694,0.11310191494455855,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
209,20201116,1.1427968959302939,1.5955624534414725,0.13380572433245796,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
210,20201117,-0.07031049824371896,1.5894527522842834,0.13601923349652975,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
211,20201118,0.0441848424598313,1.4596202133523575,0.12672799005554386,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
212,20201119,0.3900244146427205,1.315904608389377,0.11707498403266411,63.43,2.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0
213,20201120,0.5331615179412252,1.305895902061792,0.1124291292861004,76.39,3.0,0.0,3.0,2.0,4.0,1.0,2.0,3.0
214,20201123,0.997050767105058,1.647616585720027,0.1290637016769663,76.39,3.0,0.0,3.0,2.0,4.0,1.0,2.0,3.0
215,20201124,-0.29100887009876514,1.2718417339790649,0.11233933852040676,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
216,20201125,-1.365865090589148,1.303270535378346,0.10473014128198559,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
217,20201126,0.015001120112437216,1.2860221058859047,0.10437483550106912,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
218,20201127,0.9825315464245964,1.2973971242117266,0.10231642950684183,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
219,20201130,-0.019198487257509028,1.457676753913178,0.11926606531339261,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
220,20201201,1.711423444223755,1.4158879035420207,0.11386465466297026,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
221,20201202,0.08963604697787506,1.273023925718219,0.11210785807551563,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
222,20201203,-0.2806140556801845,1.3904777143537546,0.1142346244570788,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
223,20201204,-0.1642825015634516,1.3417007423024154,0.11082487404073636,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
224,20201207,-1.1487624686984124,1.264746767171596,0.12056402408401266,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
225,20201208,-0.30015682654858544,0.9596109208069995,0.07844480575281758,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
226,20201209,-1.6003317018728989,1.384716065698569,0.11125879015354315,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
227,20201210,-0.21460025730534785,1.2293515505517296,0.10625225231105921,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
228,20201211,-1.0635434522135434,1.3355472498140648,0.11050558812829174,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
229,20201214,0.23914815886226898,1.5570489047548124,0.12923404386623927,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
230,20201215,0.163969307882624,1.2936441271684234,0.104582653530774,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
231,20201216,-0.277370572709471,1.1672645017538046,0.09389236674476209,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
232,20201217,1.2058042703568717,1.3625020366526202,0.11115961585505889,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
233,20201218,-0.009254641625625032,1.5187665431511377,0.12056041403477523,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
234,20201221,0.8085102140261061,1.5979135893585783,0.12950896050390512,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
235,20201222,-2.302425483037953,1.7355143421048647,0.13178283378128763,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
236,20201223,0.7516817333821453,1.5617911824189101,0.1344856995104013,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
237,20201224,-0.7437354445293866,1.642366355557053,0.12871974609079903,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
238,20201225,1.0597538353696814,1.5690239905150931,0.13000839680357426,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
239,20201228,-0.21810116449943417,1.681480643536984,0.14439104083557378,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
240,20201229,-0.26345621713635403,1.863313068329191,0.16326830826837463,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
241,20201230,0.9003779679034533,1.4629388143113842,0.11796680122443569,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
242,20201231,1.7531365330279618,1.55181897751339,0.11846113984551122,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
243,20210104,0.9736929127974737,2.3524103295834706,0.1853338626540846,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
244,20210105,1.044137610302515,2.4633804648356032,0.18738944473633556,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
245,20210106,0.23664993592066963,1.9147212272298078,0.14810728390577796,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
246,20210107,0.6674306622067876,2.5016764101641025,0.19215273965531665,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
247,20210108,0.552442221473113,2.034398952502601,0.16032185729867857,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
248,20210111,-1.5142362920072368,2.2333931072258997,0.17376459908679648,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
249,20210112,1.9942217567282379,1.9988340651385739,0.1546739485244096,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
250,20210113,-0.10483866509260158,2.3332694075507083,0.1769309992465214,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
251,20210114,-1.0398556156791745,2.2382649291415833,0.17929183450665712,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
252,20210115,-0.25708123773840386,1.7803741120781973,0.14764175317594241,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
253,20210118,1.0328767424812042,1.7336207120439326,0.14239189843547448,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
254,20210119,-0.7516286685823206,2.0109743609174364,0.15292502318654955,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
255,20210120,0.33753688766141016,1.7072482505485802,0.13767978955782142,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
256,20210121,1.0823930440762062,1.8132860987604948,0.14500230556628743,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
257,20210122,-0.6351179387200399,2.280910651106841,0.1794314561267261,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
258,20210125,-0.11593330305225563,2.2061077304484162,0.17400059166836976,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
259,20210126,-1.313945447940302,2.412131236654448,0.18551603373431783,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
260,20210127,0.282939034227805,1.6527705299104913,0.14107479585752827,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
261,20210128,-2.12191651995191,2.026260101255151,0.15609335255479934,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
262,20210129,-0.8079022004404433,1.9352737112980292,0.1486534439024736,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
263,20210201,0.8716945645847962,2.378931505844722,0.2022709333612873,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
264,20210202,0.9067401510970167,2.2299077706157275,0.17692385922842283,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
265,20210203,-0.7654488252084795,1.9004381727449737,0.15702895226388905,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
266,20210204,-1.1825706042542186,2.0173639650667847,0.15843050643827786,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
267,20210205,-0.456895522980269,2.4604830211095408,0.19082072332045674,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
268,20210208,1.304510741781397,2.183196902952265,0.17383539431720654,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
269,20210209,2.0741606674129565,1.9072156481371163,0.14647688837800812,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
270,20210210,1.1870053344017644,1.8895093648619894,0.1500029576518215,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
271,20210218,1.2597720763947886,2.4682716588887152,0.2006058250719072,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
272,20210219,1.1436234737360573,2.2021566120462093,0.17461261797466263,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
273,20210222,-0.9558418750296195,2.9228703320188343,0.23235362411280325,61.57,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
274,20210223,-0.4116151400964061,1.8463715196733874,0.1542682512866011,61.57,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
275,20210224,-1.5431658394313135,2.268843300383421,0.17465335806801915,61.57,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
276,20210225,0.5190617266232754,1.9961527022937178,0.1547341010233938,61.57,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
277,20210226,-2.0167863026336295,1.8513737031910218,0.14797883818796487,61.57,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
278,20210301,1.474011955235397,1.8756270608189016,0.14572957939535933,56.02,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
279,20210302,-1.0347657026816026,1.671375724097261,0.14210117147666187,56.02,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
280,20210303,1.5990800500605513,1.5887609110718672,0.13490674733748304,56.02,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
281,20210304,-2.0255034456631487,2.160029009635265,0.16612123108705834,56.02,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
282,20210305,-0.0496854732137803,1.9187215478291213,0.15410470817078536,56.02,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
283,20210308,-2.204512884443303,2.4480350429001474,0.18914849980220222,56.02,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
284,20210309,-1.894695414871998,2.20022232205477,0.16776529671020246,56.02,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
285,20210310,-0.4452935696312116,1.8373319283737466,0.145974012980825,56.02,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
286,20210311,2.2074864533464904,1.6107537188391428,0.1288877660760477,56.02,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
287,20210312,0.4484778400712951,1.6512493466037734,0.13566228624636426,56.02,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0
288,20210315,-1.2076700103825346,2.2088720984151147,0.17225767040186662,51.39,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0
289,20210316,0.5916284494839807,1.4178412607983317,0.12083376405598213,51.39,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0
290,20210317,0.24815003795048782,1.633653713884012,0.1362880038537883,51.39,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0
291,20210318,0.445643480807464,1.3985685084601995,0.11404563761962813,51.39,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0
292,20210319,-1.8542775119245327,1.4914962600621695,0.11397473297954154,51.39,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0
293,20210322,1.3231402636422138,1.4804755280898156,0.12366008270156889,51.39,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0
294,20210323,-1.1539335108726976,1.637738198089972,0.12886049562101343,51.39,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0
295,20210324,-1.6041634256622113,1.9429649484699822,0.15268429433938494,51.39,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0
296,20210325,0.019266346808025123,1.3549682903159912,0.11802596475428098,51.39,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0
297,20210326,1.7322993123073305,1.6112757085956424,0.12202673546816328,51.39,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0
298,20210329,0.1423404536580632,1.3961601661586271,0.12231591477835176,44.44,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0
299,20210330,0.26675244654877495,1.5131414460357315,0.13125180811098353,44.44,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0
300,20210331,-0.4402419918069752,1.6299082870844122,0.1343267420422518,50.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0
301,20210401,0.7152331080112987,1.2755969534889517,0.10582191059077733,50.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0
302,20210402,0.2501211324697662,1.3417747081503892,0.10611987965612912,50.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0
303,20210406,0.029008825741961425,1.2019382086746828,0.10932199474283044,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
304,20210407,0.15960395774971228,1.5137244632992175,0.13458073554284375,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
305,20210408,-0.11372032706707806,1.1407361089492307,0.09449074224334959,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
306,20210409,-0.7987545528970696,1.3024862609284018,0.1163865790242231,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
307,20210412,-1.6695503992543361,1.8590579481732086,0.1399453604084898,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
308,20210413,-0.5644252162375908,1.4125292027551177,0.12757476964860426,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
309,20210414,0.9415666755899783,1.2771750366330399,0.11254880491042779,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
310,20210415,-0.46030490497779797,1.2223457685518415,0.10335983811219848,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
311,20210416,0.851723672515608,1.314639587757995,0.11135342537485217,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
312,20210419,1.830655334693966,1.7651328826114256,0.13979548228564118,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
313,20210420,-0.3624984058040311,1.1855905932340423,0.1001584497442489,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
314,20210421,-0.03830471696432575,1.2399836786622789,0.10703624118488847,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
315,20210422,-0.14108525931637497,1.0528153194215089,0.09655117983430964,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
316,20210423,0.09667352530759615,1.3612457026196088,0.1141000774363696,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
317,20210426,-0.7289060590596869,1.576124193068774,0.12831772379621456,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
318,20210427,-0.33453638865962226,1.6015255984762982,0.13376458905488856,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
319,20210428,0.7525457904971208,1.5893100733002246,0.13337911183979617,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
320,20210429,0.6486945545908934,1.5654297495054483,0.1276388343603435,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
321,20210430,-1.0953369303485514,1.9243215101074926,0.1655794639735379,78.24,3.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
322,20210506,-0.3686921383870558,2.147222715553495,0.17560467327109525,63.43,1.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
323,20210507,-0.6420031522262513,1.8628481000452,0.14664670006787464,63.43,1.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
324,20210510,0.13697779346393493,2.018277786595622,0.1646221254248567,63.43,1.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
325,20210511,0.22505984578552793,1.7725482808165196,0.14897180760202972,63.43,1.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
326,20210512,0.4152577320247627,1.229590579934044,0.1129271496663829,61.57,1.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
327,20210513,-1.0543334634079133,1.5029655707633327,0.12341658516174352,61.57,1.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
328,20210514,1.9187481522056973,1.8899694463146415,0.146252026192294,67.13,3.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
329,20210517,0.7113867350677465,1.881379790043233,0.16420938532276458,68.98,3.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
330,20210518,0.3300612871922527,1.2285098508357075,0.1060300036782521,68.98,3.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
331,20210519,-0.48438662231910135,1.2873324146749883,0.12338760123541034,68.98,3.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
332,20210520,-0.13125310141615792,1.6881362542578913,0.1396249422669181,68.98,3.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
333,20210521,-0.9243760469114488,1.4837181991380899,0.17457371394456234,68.98,3.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
334,20210524,0.2936616666545117,1.4255630597093762,0.13163648032460162,68.98,3.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
335,20210525,2.08278554387189,1.5889981844231127,0.12903995504756502,68.98,3.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
336,20210526,0.25481777751179746,1.3802039376754238,0.11819856741745965,68.98,3.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
337,20210527,0.35859214464600303,1.2513083726062604,0.12261052929876902,68.98,3.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
338,20210528,-0.3695734841819236,1.3671782711925946,0.11608093248006325,68.98,3.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0
339,20210531,0.13573109674672593,1.4343491470585552,0.12370892542459067,66.2,2.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0
340,20210601,0.0011352870983743675,1.4633098619278964,0.16066895788776628,66.2,2.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0
341,20210602,-0.7753706833287591,1.4048026621407375,0.11312880670381219,66.2,2.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0
342,20210603,-0.3664162724009851,1.434692096487535,0.1629339165989138,66.2,2.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0
343,20210604,0.1301039686207919,1.3954433120730214,0.1805462933049779,66.2,2.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0
344,20210607,-0.0012194863254350234,1.4219744292297078,0.11728008537711257,66.2,2.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0
345,20210608,-0.3723529255197026,1.4786549568804412,0.14402995954497003,66.2,2.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0
346,20210609,-0.0808694284389832,1.246400568180458,0.10383305954470953,66.2,2.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0
347,20210610,0.1413145831298133,1.2876580313897183,0.11954426195991731,66.2,2.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0
348,20210611,-0.9552568107504599,1.6796386458930723,0.13454484798397984,69.91,2.0,0.0,3.0,2.0,4.0,0.0,2.0,3.0
349,20210615,-1.3884628316580565,1.5204241079563419,0.12675106879401382,78.24,2.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
350,20210616,-1.0361573824638948,1.9738155356823015,0.18773060422778629,78.24,2.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
351,20210617,0.028693286609776568,1.3310024042983284,0.12449852610377518,78.24,2.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
352,20210618,0.06187788152706222,1.9100755503948852,0.20352780040328158,78.24,2.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
353,20210621,-0.010225574905328076,1.6175089684666224,0.1313344368997417,78.24,2.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
354,20210622,0.47495361235283984,1.4009457186801404,0.12915002357649313,78.24,2.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
355,20210623,0.4069333762440576,1.6307157050450976,0.17695336155359723,78.24,2.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
356,20210624,-0.19333626627979894,1.4444284975195438,0.1884748643354239,74.54,2.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
357,20210625,1.1489665081700218,1.4041743159734088,0.11690111466131761,74.54,2.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
358,20210628,-0.04927814451626879,1.6491226080966803,0.13930582716528592,74.54,2.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
359,20210629,-1.0206824479959644,1.250343548255326,0.10798567677075949,74.54,2.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
360,20210630,0.5316188091460844,1.248186480630689,0.11150194973091217,74.54,2.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
361,20210701,-0.6842300035246623,2.0273103684120786,0.18148441112319205,74.54,2.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
362,20210702,-1.6023375109440718,1.7058845086243204,0.12973208968511635,68.98,2.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
363,20210705,-0.006498196994016313,1.803146312205371,0.17626644849975523,68.98,2.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
364,20210706,0.21277895583668452,1.5847701859309484,0.13755090240689938,68.98,2.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0
365,20210707,0.5479321528459207,1.588415549820635,0.13086012838458166,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
366,20210708,-0.8986246457962318,1.6027599811130657,0.1376107439582186,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
367,20210709,0.19010312343888974,1.607831654226371,0.1473170844853084,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
368,20210712,0.7997176832625082,1.8471980529844694,0.1579421164644218,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
369,20210713,0.5186037349505258,1.53812521535897,0.13899325492377299,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
370,20210714,-1.239714562830173,1.5824290542156996,0.1550332070742556,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
371,20210715,0.4700357178258294,1.6255633787406796,0.1382790656522549,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
372,20210716,-0.29113174032466654,1.7494339414811613,0.17619413428672615,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
373,20210719,-0.13403652557507906,1.5594052320322414,0.1285681000191615,81.94,3.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0
374,20210720,-0.18749659975252686,1.2938516092510195,0.11958590415519407,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
375,20210721,0.35215442370303157,1.771606832946031,0.16265723340228228,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
376,20210722,0.5560767369746374,1.7729990563005074,0.15486151113613242,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
377,20210723,-0.7776153416904645,1.8270764657751475,0.1496334953300931,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
378,20210726,-2.5068735463475575,2.098809514279591,0.16874843895387376,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
379,20210727,-2.4240132228720666,2.2673706729979752,0.17206036686505058,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
380,20210728,-0.9860568438544318,2.160481900136057,0.1578499448873462,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
381,20210729,1.181822265029504,2.0544062404277152,0.16360986438441885,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
382,20210730,-0.017707360428555988,2.097079683087049,0.17177106346518975,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
383,20210802,2.0793218365239383,2.2143461271294913,0.18695499319707481,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
384,20210803,-0.1606274821550081,1.8620537082477906,0.16402741589121334,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
385,20210804,0.5605968806230575,1.7924347481405343,0.14769275165374599,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
386,20210805,-0.6161343582295086,1.5787486924746048,0.13030074985536663,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
387,20210806,-0.16891892656325067,1.492079303040011,0.13360963834216305,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
388,20210809,1.4950479277669464,1.85047992891264,0.15050807407563993,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
389,20210810,0.8157027652549771,1.4040303140173152,0.12269338785243476,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
390,20210811,0.1629141550492574,1.5909009723315346,0.13544982707076547,70.83,3.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
391,20210812,-0.2035025678003758,1.6603374838058802,0.1486096888669069,70.83,3.0,54.5,3.0,2.0,4.0,0.0,2.0,2.0
392,20210813,-0.2936117909371144,1.4046149974850852,0.13364899561911744,70.83,3.0,54.5,3.0,2.0,4.0,0.0,2.0,2.0
393,20210816,0.3204440398076732,1.4560490454947863,0.13138230925834432,70.83,3.0,54.5,3.0,2.0,4.0,0.0,2.0,2.0
394,20210817,-1.5083601303840095,1.770712287465505,0.14132865140418163,70.83,3.0,54.5,3.0,2.0,4.0,0.0,2.0,2.0
395,20210818,1.4125534068510588,2.0878068309153854,0.1658898030126248,70.83,3.0,54.5,3.0,2.0,4.0,0.0,2.0,2.0
396,20210819,-0.5428402827845585,1.8812462693516918,0.15053551637623244,70.83,3.0,54.5,3.0,2.0,4.0,0.0,2.0,2.0
397,20210820,-0.8683464093414549,1.8035097982225483,0.14889636865452893,70.83,3.0,54.5,3.0,2.0,4.0,0.0,2.0,2.0
398,20210823,1.2740389386699702,1.9181093997858694,0.15068377620048876,70.83,3.0,54.5,3.0,2.0,4.0,0.0,2.0,2.0
